annotator,annotator_id,article_id,title,source,human_policing_public_safety,sem_score_policing_public_safety,semantic_policing_public_safety,human_voter_suppression,sem_score_voter_suppression,semantic_voter_suppression,human_book_bans_anti-dei,sem_score_book_bans_anti-dei,semantic_book_bans_anti-dei,human_housing_displacement,sem_score_housing_displacement,semantic_housing_displacement,human_maternal_health,sem_score_maternal_health,semantic_maternal_health,human_redlining_fair_housing,sem_score_redlining_fair_housing,semantic_redlining_fair_housing,human_anti-black_surveillance,sem_score_anti-black_surveillance,semantic_anti-black_surveillance,human_reparations,sem_score_reparations,semantic_reparations,human_school_funding,sem_score_school_funding,semantic_school_funding,human_criminal_justice_reform,sem_score_criminal_justice_reform,semantic_criminal_justice_reform,human_environmental_justice,sem_score_environmental_justice,semantic_environmental_justice,human_economic_equity_wealth_gap,sem_score_economic_equity_wealth_gap,semantic_economic_equity_wealth_gap
annotator_1,82,,Instagram Is Giving Users More Control Over Their Reels Algorithm Thanks To Its Latest Feature Powered By AI,afrotech.com,0,0.0579,0,0,0.0064,0,0,0.0631,0,0,-0.0795,0,0,-0.0144,0,0,-0.0219,0,0,0.2689,1,0,-0.05,0,0,-0.0513,0,0,-0.0522,0,0,-0.0388,0,0,0.0241,0
annotator_1,83,,‘Stop! That! Train!’ Trailer: RuPaul’s President Gagwell And ‘Drag Race’ Icons Camp It Up In Action-Comedy,blavity.com,0,0.0616,0,0,0.0257,0,0,0.0777,0,0,0.021,0,0,0.0858,0,0,0.1286,0,0,0.1304,0,0,0.0933,0,0,0.1176,0,0,0.016,0,0,0.0673,0,0,0.1021,0
annotator_1,84,,Uber Launches Pilot Program Where Drivers Can Earn Extra Money By Training AI Models,afrotech.com,0,0.0327,0,0,0.0138,0,0,0.0254,0,0,0.0077,0,0,0.0715,0,0,-0.0031,0,0,0.1977,1,0,0.0002,0,0,0.0789,0,0,-0.0587,0,0,-0.0401,0,0,0.1029,0
annotator_1,85,,Calls for ‘New Blood’ Grow at Congressional Black Caucus Gathering,capitalbnews.org,0,0.1599,1,0,0.1364,0,0,0.2253,1,0,0.1428,0,0,0.2217,1,0,0.2132,1,0,0.1802,1,0,0.1253,0,0,0.1356,0,0,0.1146,0,0,0.2219,1,1,0.1651,1
annotator_1,86,,5 Facts About André Leon Talley You Probably Didn’t Know,ebony.com,0,0.0525,0,0,0.0018,0,0,0.0475,0,0,-0.0475,0,0,-0.0199,0,0,0.0269,0,0,0.0748,0,0,0.0061,0,0,-0.0088,0,0,0.0403,0,0,0.0096,0,0,0.1034,0
annotator_1,87,,Expert Tips to Help Black Families Navigate Dementia Care,theroot.com,0,0.0319,0,0,0.1012,0,0,0.0978,0,0,0.1018,0,0,0.3095,1,0,0.1493,0,0,0.1181,0,0,0.1347,0,0,0.1738,1,0,0.0244,0,0,0.1237,0,0,0.1499,0
annotator_1,88,,First domino in national redistricting fight likely to fall with Texas GOP poised for vote on maps,thegrio.com,0,0.0394,0,1,0.2613,1,0,-0.0377,0,0,0.0394,0,0,0.0174,0,1,0.1637,1,0,0.0721,0,0,-0.0144,0,0,0.0669,0,0,0.0793,0,0,-0.0039,0,0,0.0073,0
annotator_1,89,,"‘We own it’: Community-owned grocery store opens in Flint, Mich., marking the end of a longtime food desert",thegrio.com,0,0.0524,0,0,0.0616,0,0,0.0424,0,0,0.1972,1,0,0.0615,0,0,0.1421,0,0,0.1305,0,0,0.1436,0,0,0.1092,0,0,0.0339,0,1,0.2532,1,1,0.248,1
annotator_1,90,,What Recent Killings of Black Women Reveal About a Growing Crisis,capitalbnews.org,1,0.2581,1,0,0.1166,0,0,0.3189,1,0,0.2072,1,0,0.4387,1,0,0.2,1,0,0.3558,1,0,0.101,0,0,0.25,1,1,0.2293,1,0,0.3512,1,0,0.1861,1
annotator_1,91,,‘Digital Resistance’: Black Coders Battle Biased AI Systems,capitalbnews.org,0,0.2869,1,0,0.1591,1,0,0.189,1,0,0.0989,0,0,0.2265,1,0,0.1938,1,1,0.5982,1,0,0.1,0,0,0.1574,1,0,0.1211,0,0,0.1692,1,0,0.2225,1
annotator_1,92,,TSA Announces Elimination of the Shoe Removal Policy for Passengers,ebony.com,1,0.1921,1,0,0.1489,0,0,0.0647,0,0,0.0499,0,0,0.0032,0,0,0.0444,0,0,0.1581,1,0,0.0178,0,0,0.0317,0,0,0.1858,1,0,-0.0333,0,0,-0.0439,0
annotator_1,93,,Destiny’s Child Reunion at ‘Cowboy Carter’ Is Our Much-Needed Call for the Return of the Girl Group,ebony.com,0,0.0058,0,0,-0.0253,0,0,0.0611,0,0,0.0537,0,0,0.0574,0,0,-0.0201,0,0,-0.0128,0,0,0.0657,0,0,0.0895,0,0,0.0314,0,0,0.0192,0,0,0.0721,0
annotator_1,94,,"Chase Infiniti’s Oscars Braids Referred To As ‘Undone’ By E! Commentator, Draws Backlash",blavity.com,0,0.0747,0,0,-0.004,0,0,0.0239,0,0,-0.0056,0,0,0.0225,0,0,0.1039,0,0,0.0423,0,0,0.0,0,0,0.027,0,0,0.056,0,0,0.0028,0,0,-0.0157,0
annotator_1,95,,Trump claimed Walmart Thanksgiving meals are cheaper this year under him. The facts say otherwise,thegrio.com,0,-0.084,0,0,0.0385,0,0,-0.093,0,0,0.0555,0,0,0.0279,0,0,0.0508,0,0,0.0381,0,0,0.058,0,0,0.1303,0,0,0.0066,0,0,-0.0203,0,1,0.1355,0
annotator_1,96,,Our Must-See Films for Tribeca Film Festival 2025,ebony.com,0,0.0611,0,0,-0.0384,0,0,0.085,0,0,0.0331,0,0,0.0877,0,0,0.086,0,0,0.1565,1,0,0.14,0,0,0.0548,0,0,0.101,0,0,0.117,0,0,0.0369,0
annotator_1,97,,Former MSNBC president Rashida Jones is back in the boardroom to lead Piers Morgan’s new media company,thegrio.com,0,0.1031,0,0,0.086,0,0,0.1837,1,0,0.0424,0,0,0.0039,0,0,0.053,0,0,0.22,1,0,-0.1137,0,0,-0.0307,0,0,-0.0305,0,0,0.0209,0,0,0.0061,0
annotator_1,98,,"Dawn Moore Discusses Gov. Wes Moore’s Focus On ‘Pathways To Work, Wages, And Wealth’ And Investments In Technology Businesses",afrotech.com,0,0.0623,0,0,0.0333,0,0,0.1005,0,0,0.1104,0,0,0.1567,1,0,0.1045,0,0,0.1098,0,0,0.1591,1,0,0.1276,0,0,0.1073,0,0,0.0869,0,1,0.2263,1
annotator_1,99,,Alexia Grevious Henderson Has Been Promoted To President Of Magic Johnson Enterprises,afrotech.com,0,0.0458,0,0,-0.088,0,0,0.0144,0,0,-0.0464,0,0,-0.0525,0,0,-0.0376,0,0,0.0761,0,0,-0.0572,0,0,0.0004,0,0,-0.0216,0,0,0.0331,0,1,-0.0502,0
annotator_1,100,,‘Women are God’s greatest creation’: Mario overjoyed as he welcomes his first child with girlfriend Esmeralda Rios,thegrio.com,0,-0.029,0,0,-0.1469,0,0,-0.0726,0,0,-0.0868,0,1,0.0701,0,0,-0.1168,0,0,-0.0163,0,0,-0.1152,0,0,-0.0772,0,0,-0.078,0,0,-0.0894,0,0,-0.0313,0
annotator_1,101,,Number of Black Republicans in Congress continues to shrink after March primaries,thegrio.com,0,-0.0019,0,1,0.1688,1,0,-0.0215,0,0,-0.0038,0,0,0.0306,0,0,0.0811,0,0,0.0578,0,0,0.0037,0,0,0.1147,0,0,0.0981,0,0,0.0445,0,0,0.0312,0
annotator_1,102,,"Now That REAL ID Is Required, Black Travelers May Face New Travel Hurdles",capitalbnews.org,0,0.1588,1,0,0.2257,1,0,0.135,0,0,0.133,0,0,0.1699,1,0,0.1773,1,0,0.2664,1,0,-0.0076,0,0,0.177,1,0,0.0983,0,0,0.1076,0,1,0.1221,0
annotator_1,103,,N.Y. Man Stabbed to Death on Christmas While Covering a CVS Shift He Was Never Scheduled to Work,theroot.com,1,0.076,0,0,-0.0433,0,0,-0.0016,0,0,-0.0314,0,0,0.0337,0,0,-0.0476,0,0,0.0472,0,0,-0.1011,0,0,-0.0774,0,0,0.0392,0,0,-0.029,0,0,-0.0691,0
annotator_1,104,,"Meta And YouTube Social Media Addiction Trial: Companies Found Negligent, Jury Rules In Favor Of 20-Year-Old Woman",blavity.com,0,0.0056,0,0,0.0244,0,0,0.047,0,0,-0.0363,0,0,0.023,0,0,-0.0037,0,0,0.1265,0,0,-0.0403,0,0,0.0025,0,0,0.0125,0,0,0.1537,1,0,0.0283,0
annotator_1,105,,Social Security Trust Estimated To Run Out Even Earlier Than Expected,newsone.com,0,0.0448,0,0,-0.0338,0,0,-0.051,0,0,0.0385,0,0,0.0801,0,0,-0.0094,0,0,0.0576,0,0,0.017,0,0,0.1501,1,0,0.0391,0,0,-0.0129,0,0,0.1305,0
annotator_1,106,,An HBCU Student Goes To Class And Then The Gun Range: Here’s Why,newsone.com,0,0.2242,1,0,0.1233,0,0,0.2131,1,0,0.1183,0,0,0.1501,1,0,0.1636,1,0,0.2586,1,0,0.0573,0,0,0.2273,1,0,0.0776,0,0,0.1673,1,1,0.1373,0
annotator_1,107,,The Broadus Collection Helps Those Battling Lupus Feel Their Best,ebony.com,0,0.0044,0,0,-0.0113,0,0,0.0896,0,0,0.0095,0,0,0.104,0,0,-0.0324,0,0,0.054,0,0,-0.0303,0,0,0.003,0,0,-0.067,0,0,0.0619,0,0,0.0195,0
annotator_1,108,,Jhene Aiko Provides Photos Of Her Home After It Burned Down in LA Wildfires,theroot.com,0,-0.0801,0,0,0.0024,0,0,-0.0252,0,0,0.037,0,0,-0.1046,0,0,0.0037,0,0,-0.0446,0,0,-0.0698,0,0,-0.0404,0,0,-0.0899,0,1,0.0459,0,0,-0.0334,0
annotator_1,109,,"UMES President Heidi Anderson Sues Former Professor For Defamation Over Plagiarism, Reverse Discrimination Allegations",afrotech.com,0,0.0226,0,0,0.0367,0,1,0.1505,1,0,-0.0026,0,0,0.0642,0,0,0.0736,0,0,0.0795,0,0,-0.0038,0,1,0.0956,0,0,0.059,0,0,0.1293,0,0,0.0147,0
annotator_1,110,,50 Cent Gets Candid About Getting Shot Nine Times,theroot.com,0,0.1488,0,0,-0.0667,0,0,0.037,0,0,-0.0699,0,0,-0.0181,0,0,-0.0355,0,0,0.0382,0,0,-0.0195,0,0,0.0054,0,0,0.015,0,0,0.0344,0,0,0.0429,0
annotator_1,111,,Ryan Coogler Is Making Sure the People Behind This ‘Ironheart’ Are Black Women,ebony.com,1,-0.0074,0,0,0.0003,0,0,0.1985,1,0,0.0072,0,0,0.2028,1,0,0.1002,0,0,0.2062,1,0,0.0707,0,0,0.1358,0,0,0.0166,0,0,0.2167,1,0,0.187,1
annotator_1,112,,GloRilla surprises her dad with a new Jaguar for retiring from the US Postal Service after nearly 30 years: ‘We celebrating my dad!’,thegrio.com,0,-0.0885,0,0,-0.0943,0,0,-0.046,0,0,-0.0823,0,0,0.02,0,0,-0.0707,0,0,0.0072,0,0,-0.1012,0,0,-0.1284,0,0,-0.1542,0,0,-0.0201,0,1,-0.0165,0
annotator_1,113,,Early Black Music Awards Contenders For 2025,theroot.com,0,0.0209,0,0,-0.0254,0,0,0.1585,1,0,-0.0015,0,0,0.1462,0,0,-0.02,0,0,0.1717,1,0,0.0893,0,0,0.169,1,0,0.0341,0,0,0.1379,0,0,0.1542,1
annotator_1,114,,"Black Ohio woman turns to GoFundMe, crowd sourcing while facing years in Bali prison over marijuana charge",thegrio.com,1,0.0106,0,0,0.0393,0,0,0.1375,0,0,0.0481,0,0,0.1942,1,0,0.0603,0,0,0.1358,0,0,0.0821,0,0,0.1136,0,1,0.1479,0,0,0.159,1,0,0.1553,1
annotator_1,115,,"After Earning An Estimated $16.7M In The NBA, Isiah Thomas Became The Sole Owner Of These Four Companies",afrotech.com,0,-0.1479,0,0,-0.1359,0,0,-0.069,0,0,-0.0732,0,0,-0.0326,0,0,-0.0571,0,0,-0.0133,0,0,0.0013,0,0,0.0022,0,0,-0.0435,0,0,-0.0323,0,1,0.0985,0
annotator_1,116,,Remembering the Rev. Jesse Jackson's Impact and Civil Rights Leadership,capitalbnews.org,0,0.0941,0,0,0.0135,0,0,0.162,1,0,0.0464,0,0,0.1585,1,0,0.1041,0,0,0.146,0,0,0.1736,1,0,0.1394,0,0,0.0797,0,0,0.1613,1,0,0.1972,1
annotator_1,117,,Why Folic Acid Is A Must-Have For Men’s Health,blavity.com,0,-0.0378,0,0,-0.0422,0,0,-0.0607,0,0,-0.0381,0,0,0.1911,1,0,-0.0196,0,0,0.0593,0,0,-0.0775,0,0,0.0377,0,0,-0.1075,0,0,0.0185,0,0,0.0494,0
annotator_1,118,,America’s Birth Rate Is Shifting Toward a Minority Majority and Now Things Are Starting to Make Sense,theroot.com,0,0.075,0,0,0.1158,0,0,0.1164,0,0,0.1026,0,1,0.4865,1,0,0.1446,0,0,0.2326,1,0,0.0535,0,0,0.2341,1,0,0.0483,0,0,0.1349,0,0,0.2733,1
annotator_1,119,,Should Black People Celebrate Thanksgiving?,ebony.com,0,-0.028,0,0,0.0847,0,0,0.1653,1,1,0.0238,0,0,0.2333,1,0,0.1152,0,0,0.1445,0,1,0.1065,0,0,0.1631,1,0,-0.0298,0,0,0.192,1,0,0.1444,0
annotator_1,120,,Student Loans To Get Taken Over By Treasury From Education Department As Trump Dismantles The Latter,blavity.com,0,0.0282,0,0,0.0789,0,0,0.0927,0,0,0.0519,0,0,0.0413,0,0,0.1183,0,0,0.0568,0,0,0.0714,0,1,0.362,1,0,0.1608,1,0,-0.0241,0,0,0.0432,0
annotator_1,121,,Tyrese Gibson Hit With Arrest Warrant Over the Last Thing You’d Expect,theroot.com,1,0.1397,0,0,0.0094,0,0,0.0214,0,0,0.0268,0,0,-0.0191,0,0,-0.0054,0,0,0.058,0,0,-0.0598,0,0,0.021,0,0,0.0355,0,0,-0.0022,0,0,-0.0474,0
annotator_1,122,,Clarksdale After 'Sinners',capitalbnews.org,0,0.1198,0,0,0.0743,0,0,0.1665,1,0,0.1374,0,0,0.1302,0,1,0.1453,0,0,0.2378,1,0,0.0561,0,0,0.1245,0,0,0.0083,0,0,0.2544,1,0,0.0915,0
annotator_1,123,,Everything you need to know about Instagram’s new map feature,thegrio.com,0,0.0101,0,0,0.0629,0,0,0.0234,0,0,0.0114,0,0,-0.0263,0,0,-0.0045,0,1,0.2197,1,0,-0.0458,0,0,0.0128,0,0,-0.0917,0,0,0.0119,0,0,-0.0006,0
annotator_1,124,,"Kash Patel’s Emails Hacked By Handela Hack Team, Personal Content Published",blavity.com,0,0.0783,0,0,0.0367,0,0,0.0365,0,0,-0.103,0,0,-0.0343,0,0,-0.0579,0,0,0.256,1,0,-0.1022,0,0,-0.0166,0,0,0.001,0,0,-0.0023,0,0,-0.0279,0
annotator_1,125,,What Is ‘The Drama’s Shocking Plot Twist And How Does The Zendaya Movie End?,blavity.com,0,0.013,0,0,0.05,0,0,0.0503,0,0,0.0348,0,0,0.029,0,0,-0.0248,0,0,0.013,0,0,-0.0198,0,0,0.089,0,0,0.0358,0,0,-0.0087,0,0,0.0768,0
annotator_1,126,,"Jalen Rose on March Madness Win, ‘South West High’ and the Key to Happiness",ebony.com,0,0.0184,0,0,0.0334,0,0,0.0358,0,0,0.0533,0,0,-0.006,0,0,0.1418,0,0,-0.0456,0,0,0.0863,0,0,0.0765,0,0,0.1901,1,0,0.0294,0,0,0.0831,0
annotator_1,127,,"C-SPAN Says No, Trump Did Not Call In Pretending To Be John Barron",newsone.com,0,-0.034,0,0,0.0562,0,0,0.0574,0,0,-0.0649,0,0,0.0188,0,0,0.0566,0,0,0.1025,0,0,-0.0518,0,0,-0.0368,0,0,-0.0125,0,0,0.0217,0,0,-0.0363,0
annotator_1,128,,Christian Siriano Revives Hollywood Glamour with Stunning Spring Summer 2026 Collection at Macy’s Herald Square,ebony.com,0,0.0093,0,0,-0.0681,0,0,0.0239,0,0,0.007,0,0,-0.058,0,0,0.0496,0,0,0.0344,0,0,-0.0159,0,0,0.0139,0,0,0.0296,0,0,-0.0253,0,0,0.0188,0
annotator_1,129,,What This Black Mother is Doing to Help Children of Color Survive and Thrive in Private Schools,theroot.com,0,0.1838,1,0,0.1652,1,0,0.328,1,0,0.2288,1,0,0.3664,1,0,0.2569,1,0,0.3379,1,0,0.169,1,1,0.4648,1,0,0.1059,0,0,0.3088,1,0,0.3176,1
annotator_1,130,,New study links HBCU attendance to improved brain health decades later,thegrio.com,0,0.0632,0,0,0.0909,0,0,0.2726,1,0,0.086,0,0,0.3302,1,0,0.1951,1,0,0.2284,1,0,0.1283,0,0,0.2766,1,0,0.1145,0,0,0.2242,1,1,0.2457,1
annotator_1,131,,Clay Fuller Narrowly Wins Runoff To Replace Marjorie Taylor Greene,newsone.com,0,0.0031,0,1,0.1032,0,0,-0.0534,0,0,0.0021,0,0,-0.0147,0,0,0.0834,0,0,0.0194,0,0,0.0043,0,0,0.0495,0,0,0.0437,0,0,0.0003,0,0,-0.0142,0
annotator_1,132,,HBCU alum collects $2M lottery prize in hilarious golden disguise,thegrio.com,0,-0.0553,0,0,-0.0998,0,0,-0.0284,0,0,-0.0819,0,0,0.0039,0,0,0.0047,0,0,0.0191,0,0,0.0351,0,0,0.0351,0,0,0.0176,0,0,-0.0105,0,1,0.0748,0
annotator_1,133,,"Kenya Barris On The Hero’s Journey Approach He Took To His Feature Doc Directorial Debut, ‘Jerry West: The Logo’",blavity.com,0,0.1072,0,0,-0.1267,0,0,0.0253,0,0,-0.0321,0,0,0.069,0,0,-0.0182,0,0,0.0645,0,0,-0.0091,0,0,0.0158,0,0,0.0258,0,0,0.0839,0,0,0.158,1
annotator_1,134,,Morgan Freeman Threatens This Action if Folks Keep Cloning His Voice for AI Without Permission,theroot.com,0,0.0674,0,0,0.0503,0,0,0.118,0,0,-0.029,0,0,-0.0433,0,0,0.0259,0,0,0.184,1,0,0.0719,0,0,0.0157,0,0,-0.0434,0,0,0.0363,0,0,0.0854,0
annotator_1,135,,"Harris Declines Run, PBS and NPR Lose Funding, and Trump Fires Back at Charlamagne this Week in “The State of US”",ebony.com,0,0.1033,0,0,0.1768,1,0,0.0654,0,0,0.0495,0,0,0.0702,0,0,0.0811,0,0,0.1361,0,0,0.0011,0,0,0.1567,1,0,0.0861,0,0,0.0396,0,0,0.0285,0
annotator_1,136,,"President Donald Trump Says $2,000 Tariff Dividend Checks Could Arrive By Mid-2026 — Here’s What We Know",afrotech.com,0,-0.0521,0,0,-0.0544,0,0,-0.061,0,0,-0.0576,0,0,0.0072,0,0,-0.003,0,0,0.0649,0,0,0.0923,0,0,0.0838,0,0,0.0003,0,0,-0.0025,0,1,0.075,0
annotator_1,137,,LVMH Is Reportedly Exploring The Sale Of Its Stake In Rihanna’s Fenty Beauty,afrotech.com,0,-0.0221,0,0,-0.1191,0,0,-0.0363,0,0,0.0172,0,0,-0.0314,0,0,0.0092,0,0,-0.0002,0,0,-0.0452,0,0,-0.0324,0,0,-0.0455,0,0,0.0179,0,1,0.041,0
annotator_1,138,,The Only Naomy Says ‘Getting To Gag RuPaul Is An Honor’ And ‘Drag Race Germany’ Season 2 Not Realistic At Moment,blavity.com,0,0.0251,0,0,-0.0145,0,0,0.0084,0,0,-0.0868,0,0,0.0448,0,0,-0.0005,0,0,-0.0348,0,0,-0.0125,0,0,-0.025,0,0,-0.0011,0,0,-0.0512,0,0,-0.0305,0
annotator_1,139,,Planning A “Booked And Busy” Summer? Start With A Financial Spring Cleaning | Essence,essence.com,0,0.0038,0,0,-0.0003,0,0,-0.041,0,0,0.1277,0,0,-0.0084,0,0,0.0512,0,0,-0.012,0,0,0.0991,0,0,0.0424,0,0,0.0672,0,0,0.0542,0,1,0.0912,0
annotator_1,140,,Footwear Designer Salehe Bembury Launches Independent Sneaker Company After Turning Down Offer From Nike,afrotech.com,0,-0.0471,0,0,-0.062,0,0,0.0643,0,0,-0.0168,0,0,0.0046,0,0,0.0887,0,0,0.0665,0,0,0.0393,0,0,0.054,0,0,0.0624,0,0,-0.0068,0,1,0.1671,1
annotator_1,141,,"On Black Women's Equal Pay Day, Here's What 3 Black Women Want You To Remember | Essence",essence.com,0,0.0448,0,0,0.0011,0,0,0.1203,0,0,0.0869,0,0,0.3144,1,0,0.121,0,0,0.1465,0,0,0.1393,0,0,0.2505,1,0,0.0274,0,0,0.1316,0,1,0.2799,1
annotator_1,142,,"Charlie Kirk, Who Called Higher Ed A Scam And Dropped Out Of College, Has A Banner At Department Of Education Next To Booker T. Washington",blavity.com,0,0.1299,0,0,0.0898,0,0,0.2858,1,0,0.0588,0,0,0.088,0,0,0.1921,1,0,0.2242,1,0,0.0976,0,1,0.2827,1,0,0.0812,0,0,0.1729,1,0,0.1233,0
annotator_1,143,,Louisiana’s $3B power upgrade for Meta project raises questions about who should foot the bill,thegrio.com,0,0.0236,0,0,0.0282,0,0,-0.0368,0,0,0.0068,0,0,-0.0329,0,0,0.013,0,0,0.1552,1,0,0.0378,0,0,0.0815,0,0,0.0256,0,1,0.1032,0,0,0.043,0
annotator_1,144,,"Meagan Good Says Skin Bleaching Backlash ‘Broke’ Her Heart, Clarifies Appearance Changes",blavity.com,0,-0.0413,0,0,0.0258,0,0,0.0705,0,0,-0.0317,0,0,0.1259,0,0,0.0681,0,0,0.2583,1,0,-0.0217,0,0,0.0782,0,0,0.0215,0,0,0.1957,1,0,-0.0117,0
annotator_1,145,,Why Black Folks Should Participate in the Black Census Project,theroot.com,0,0.1282,0,1,0.1631,1,0,0.2077,1,0,0.1799,1,0,0.3602,1,0,0.2193,1,0,0.4401,1,0,0.0851,0,0,0.2678,1,0,0.0429,0,0,0.2282,1,0,0.2453,1
annotator_1,146,,White Famous Singers Who Sound Like Their Black,theroot.com,0,-0.0657,0,0,0.0219,0,0,0.1293,0,0,-0.0249,0,0,0.1322,0,0,0.0047,0,0,0.1507,1,0,0.002,0,0,0.116,0,0,-0.0507,0,0,0.1422,0,0,0.1269,0
annotator_1,147,,Cardi B sells out Madison Square Garden on debut ‘Little Miss Drama’ tour,thegrio.com,0,-0.0655,0,0,-0.0695,0,0,-0.0643,0,0,-0.0089,0,0,0.0093,0,0,-0.0088,0,0,0.0493,0,0,-0.0534,0,0,0.015,0,0,-0.037,0,0,-0.018,0,0,0.115,0
annotator_1,148,,What’s Daryl Hannah’s Net Worth And What Did She Say About FX’s ‘Love Story’?,blavity.com,0,0.0054,0,0,0.022,0,0,0.0537,0,0,-0.0223,0,0,-0.0031,0,0,0.031,0,0,0.0603,0,0,0.0501,0,0,0.0669,0,0,0.0644,0,0,0.0858,0,0,0.055,0
annotator_1,149,,Michael Jordan salutes Derrick Rose ahead of Bulls jersey retirement: “You really represented the city of Chicago”,thegrio.com,0,-0.0172,0,0,-0.0419,0,0,-0.0894,0,0,0.0547,0,0,-0.0183,0,0,0.0579,0,0,-0.0234,0,0,0.1001,0,0,-0.0152,0,0,0.0333,0,0,-0.0191,0,0,0.0998,0
annotator_1,150,,Federal Spending Bill Contains Bitter Medicine for Black Americans,capitalbnews.org,1,0.2466,1,0,0.1571,1,0,0.1222,0,0,0.1325,0,0,0.1568,1,0,0.2039,1,0,0.2352,1,0,0.1005,0,0,0.2766,1,1,0.183,1,0,0.1612,1,1,0.1075,0
annotator_1,151,,Todd Blanche: Weaponizing DOJ Against Political Rivals Is Trump's Right,newsone.com,0,0.1679,1,0,-0.004,0,0,0.004,0,0,-0.0233,0,0,-0.0004,0,0,0.0923,0,0,0.1005,0,0,-0.0878,0,0,0.0067,0,0,0.1412,0,0,0.0,0,0,-0.0181,0
annotator_1,152,,Howard University Students Win Inaugural Microsoft AI Policython During Congressional Black Caucus Week,afrotech.com,0,0.0686,0,0,0.0437,0,0,0.1468,0,0,0.017,0,0,0.0903,0,0,0.0961,0,0,0.234,1,0,0.0336,0,0,0.2034,1,0,0.1096,0,0,0.0742,0,1,0.153,1
annotator_1,153,,The Unbelievable Amount of Money Mike Tomlin Made As Head Coach Of the Pittsburgh Steelers,theroot.com,0,-0.037,0,0,-0.0067,0,0,-0.0312,0,0,-0.0245,0,0,-0.0484,0,0,-0.0381,0,0,-0.0685,0,0,-0.0565,0,0,-0.009,0,0,-0.0707,0,0,-0.0001,0,1,-0.0459,0
annotator_1,154,,Delrawn Small’s Family Still Seeks Accountability 9 Years After NYPD Killing,capitalbnews.org,0,0.2036,1,0,0.0178,0,0,0.0152,0,0,0.0131,0,0,0.1163,0,0,0.0513,0,0,0.1732,1,1,0.0131,0,0,0.0272,0,0,0.1831,1,1,0.0712,0,0,0.0365,0
annotator_1,155,,"Kamala Might Run For President Again, But Black Internet Wonders if She Should",theroot.com,0,0.0476,0,0,0.048,0,0,0.0489,0,0,-0.031,0,0,0.1066,0,0,-0.0044,0,0,0.1223,0,0,-0.0533,0,0,0.0492,0,0,0.0285,0,0,0.004,0,0,0.0462,0
annotator_1,156,,Flying Soon? Real ID Deadline Hits Today— Here’s What Travelers Should Know,ebony.com,0,0.0482,0,0,0.0728,0,0,0.0444,0,0,-0.0403,0,0,0.0273,0,0,0.0131,0,0,0.1097,0,0,-0.0674,0,0,0.021,0,0,0.0296,0,0,-0.0213,0,0,-0.0287,0
annotator_1,157,,"After 17 Police Bullets Killed This N.C. Mom, a Judge Has Dismissed Her Family’s Case",capitalbnews.org,1,0.2267,1,0,0.0837,0,0,0.1463,0,0,-0.0106,0,0,0.1887,1,0,0.0978,0,0,0.207,1,0,-0.011,0,0,0.0794,0,1,0.1762,1,0,0.1927,1,0,-0.0038,0
annotator_1,158,,Georgia Senate set to question Fani Willis over Trump prosecution,thegrio.com,0,0.1658,1,0,0.1956,1,0,0.0511,0,0,-0.0505,0,0,0.0188,0,0,0.1078,0,0,0.1609,1,0,-0.0065,0,0,0.0562,0,0,0.1227,0,0,0.0668,0,0,0.0362,0
annotator_1,159,,DoorDash Driver Banned After Allegedly Faking Delivery With AI-Generated Photo,afrotech.com,0,0.0829,0,0,0.1694,1,0,0.1209,0,0,0.0018,0,0,-0.0185,0,0,0.0841,0,0,0.1852,1,0,-0.0786,0,0,-0.0356,0,0,-0.0284,0,0,-0.0005,0,0,-0.056,0
annotator_1,160,,"The Wild, Unexpected Connection Between Prince, Diddy and Cassie",theroot.com,0,0.1062,0,0,0.0169,0,0,0.0406,0,0,0.012,0,0,0.0504,0,0,0.0348,0,0,0.1562,1,0,-0.0548,0,0,0.0212,0,0,0.0686,0,0,0.0187,0,1,-0.0048,0
annotator_1,161,,d4vd Murder Case: What Celeste Rivas Hernandez's Autopsy Revealed About Her Death,newsone.com,0,0.107,0,0,0.0119,0,0,0.0504,0,0,-0.0219,0,0,0.0285,0,0,-0.0109,0,0,0.0401,0,0,-0.0477,0,0,-0.0018,0,1,0.0494,0,0,-0.0221,0,0,-0.0885,0
annotator_1,162,,Districts around the US are mulling school closures as student enrollment falls,thegrio.com,0,0.1954,1,0,0.2663,1,0,0.2722,1,1,0.3162,1,0,0.2255,1,0,0.2613,1,0,0.2284,1,0,0.1375,0,1,0.6077,1,0,0.1727,1,0,0.2657,1,0,0.222,1
annotator_1,163,,Louisiana Republicans Postpone Primary Elections Following SCOTUS Decision,newsone.com,0,0.0624,0,1,0.3797,1,0,0.2012,1,0,0.0816,0,0,0.1051,0,0,0.1968,1,0,0.1494,0,1,0.0396,0,0,0.1785,1,0,0.1328,0,0,0.0859,0,0,0.0953,0
annotator_1,164,,Prosecutors Criminalize All-Black Clothing In Texas 'Antifa Cell' Case,newsone.com,1,0.1849,1,0,0.1487,0,0,0.2219,1,0,0.1116,0,0,0.121,0,0,0.1273,0,1,0.3818,1,0,0.0536,0,0,0.0795,0,0,0.1497,0,0,0.2744,1,0,0.0785,0
