annotator,annotator_id,article_id,title,source,pipeline_topics,pipeline_phrases,human_policing_public_safety,pipeline_policing_public_safety,human_voter_suppression,pipeline_voter_suppression,human_book_bans_anti-dei,pipeline_book_bans_anti-dei,human_housing_displacement,pipeline_housing_displacement,human_maternal_health,pipeline_maternal_health,human_redlining_fair_housing,pipeline_redlining_fair_housing,human_anti-black_surveillance,pipeline_anti-black_surveillance,human_reparations,pipeline_reparations,human_school_funding,pipeline_school_funding,human_criminal_justice_reform,pipeline_criminal_justice_reform,human_environmental_justice,pipeline_environmental_justice,human_economic_equity_wealth_gap,pipeline_economic_equity_wealth_gap
annotator_1,109,109,"UMES President Heidi Anderson Sues Former Professor For Defamation Over Plagiarism, Reverse Discrimination Allegations",afrotech.com,,{},0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
annotator_1,110,110,50 Cent Gets Candid About Getting Shot Nine Times,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,111,111,Ryan Coogler Is Making Sure the People Behind This ‘Ironheart’ Are Black Women,ebony.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,112,112,GloRilla surprises her dad with a new Jaguar for retiring from the US Postal Service after nearly 30 years: ‘We celebrating my dad!’,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,113,113,Early Black Music Awards Contenders For 2025,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,114,114,"Black Ohio woman turns to GoFundMe, crowd sourcing while facing years in Bali prison over marijuana charge",thegrio.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_1,115,115,"After Earning An Estimated $16.7M In The NBA, Isiah Thomas Became The Sole Owner Of These Four Companies",afrotech.com,Housing & Displacement,"{""Housing & Displacement"": [""homelessness""]}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,116,116,Remembering the Rev. Jesse Jackson's Impact and Civil Rights Leadership,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,117,117,Why Folic Acid Is A Must-Have For Men’s Health,blavity.com,Maternal Health,"{""Maternal Health"": [""reproductive health""]}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,118,118,America’s Birth Rate Is Shifting Toward a Minority Majority and Now Things Are Starting to Make Sense,theroot.com,Maternal Health,"{""Maternal Health"": [""maternal mortality"", ""maternal health"", ""prenatal care""]}",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,119,119,Should Black People Celebrate Thanksgiving?,ebony.com,,{},0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
annotator_1,120,120,Student Loans To Get Taken Over By Treasury From Education Department As Trump Dismantles The Latter,blavity.com,School Funding,"{""School Funding"": [""student loan"", ""department of education""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
annotator_1,121,121,Tyrese Gibson Hit With Arrest Warrant Over the Last Thing You’d Expect,theroot.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,122,122,Clarksdale After 'Sinners',capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,123,123,Everything you need to know about Instagram’s new map feature,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
annotator_1,124,124,"Kash Patel’s Emails Hacked By Handela Hack Team, Personal Content Published",blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,125,125,What Is ‘The Drama’s Shocking Plot Twist And How Does The Zendaya Movie End?,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,126,126,"Jalen Rose on March Madness Win, ‘South West High’ and the Key to Happiness",ebony.com,School Funding,"{""School Funding"": [""achievement gap"", ""charter school""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
annotator_1,127,127,"C-SPAN Says No, Trump Did Not Call In Pretending To Be John Barron",newsone.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""black history month""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,128,128,Christian Siriano Revives Hollywood Glamour with Stunning Spring Summer 2026 Collection at Macy’s Herald Square,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,129,129,What This Black Mother is Doing to Help Children of Color Survive and Thrive in Private Schools,theroot.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""diversity equity inclusion""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
annotator_1,130,130,New study links HBCU attendance to improved brain health decades later,thegrio.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""diversity equity inclusion""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,131,131,Clay Fuller Narrowly Wins Runoff To Replace Marjorie Taylor Greene,newsone.com,,{},0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,132,132,HBCU alum collects $2M lottery prize in hilarious golden disguise,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,133,133,"Kenya Barris On The Hero’s Journey Approach He Took To His Feature Doc Directorial Debut, ‘Jerry West: The Logo’",blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,134,134,Morgan Freeman Threatens This Action if Folks Keep Cloning His Voice for AI Without Permission,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,135,135,"Harris Declines Run, PBS and NPR Lose Funding, and Trump Fires Back at Charlamagne this Week in “The State of US”",ebony.com,Housing & Displacement,"{""Housing & Displacement"": [""public housing"", ""section 8"", ""housing voucher""]}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,136,136,"President Donald Trump Says $2,000 Tariff Dividend Checks Could Arrive By Mid-2026 — Here’s What We Know",afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,137,137,LVMH Is Reportedly Exploring The Sale Of Its Stake In Rihanna’s Fenty Beauty,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,138,138,The Only Naomy Says ‘Getting To Gag RuPaul Is An Honor’ And ‘Drag Race Germany’ Season 2 Not Realistic At Moment,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,139,139,Planning A “Booked And Busy” Summer? Start With A Financial Spring Cleaning | Essence,essence.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,140,140,Footwear Designer Salehe Bembury Launches Independent Sneaker Company After Turning Down Offer From Nike,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,141,141,"On Black Women's Equal Pay Day, Here's What 3 Black Women Want You To Remember | Essence",essence.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""pay equity""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
annotator_1,142,142,"Charlie Kirk, Who Called Higher Ed A Scam And Dropped Out Of College, Has A Banner At Department Of Education Next To Booker T. Washington",blavity.com,Book Bans & Anti-DEI; School Funding,"{""Book Bans & Anti-DEI"": [""indoctrination""], ""School Funding"": [""department of education""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
annotator_1,143,143,Louisiana’s $3B power upgrade for Meta project raises questions about who should foot the bill,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_1,144,144,"Meagan Good Says Skin Bleaching Backlash ‘Broke’ Her Heart, Clarifies Appearance Changes",blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,145,145,Why Black Folks Should Participate in the Black Census Project,theroot.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""diversity equity inclusion"", ""dei""]}",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,146,146,White Famous Singers Who Sound Like Their Black,theroot.com,Policing & Public Safety,"{""Policing & Public Safety"": [""chokehold""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,147,147,Cardi B sells out Madison Square Garden on debut ‘Little Miss Drama’ tour,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,148,148,What’s Daryl Hannah’s Net Worth And What Did She Say About FX’s ‘Love Story’?,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,149,149,Michael Jordan salutes Derrick Rose ahead of Bulls jersey retirement: “You really represented the city of Chicago”,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,150,150,Federal Spending Bill Contains Bitter Medicine for Black Americans,capitalbnews.org,Policing & Public Safety,"{""Policing & Public Safety"": [""immigration enforcement"", ""homeland security""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
annotator_1,151,151,Todd Blanche: Weaponizing DOJ Against Political Rivals Is Trump's Right,newsone.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""dei""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,152,152,Howard University Students Win Inaugural Microsoft AI Policython During Congressional Black Caucus Week,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,153,153,The Unbelievable Amount of Money Mike Tomlin Made As Head Coach Of the Pittsburgh Steelers,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,154,154,Delrawn Small’s Family Still Seeks Accountability 9 Years After NYPD Killing,capitalbnews.org,Policing & Public Safety,"{""Policing & Public Safety"": [""police brutality"", ""police reform"", ""qualified immunity"", ""excessive force"", ""police misconduct"", ""law enforcement"", ""body camera"", ""police violence"", ""public safety"", ""wrongful death"", ""police officer"", ""shot by police"", ""killed by police""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
annotator_1,155,155,"Kamala Might Run For President Again, But Black Internet Wonders if She Should",theroot.com,Book Bans & Anti-DEI,"{""Book Bans & Anti-DEI"": [""dei""]}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,156,156,Flying Soon? Real ID Deadline Hits Today— Here’s What Travelers Should Know,ebony.com,Policing & Public Safety,"{""Policing & Public Safety"": [""public safety"", ""homeland security""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,157,157,"After 17 Police Bullets Killed This N.C. Mom, a Judge Has Dismissed Her Family’s Case",capitalbnews.org,Policing & Public Safety,"{""Policing & Public Safety"": [""use of force"", ""qualified immunity"", ""excessive force"", ""law enforcement"", ""body camera"", ""police violence"", ""public safety"", ""wrongful death"", ""police officer"", ""officer fired""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_1,158,158,Georgia Senate set to question Fani Willis over Trump prosecution,thegrio.com,Voter Suppression,"{""Voter Suppression"": [""election interference""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,159,159,DoorDash Driver Banned After Allegedly Faking Delivery With AI-Generated Photo,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,160,160,"The Wild, Unexpected Connection Between Prince, Diddy and Cassie",theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,161,161,d4vd Murder Case: What Celeste Rivas Hernandez's Autopsy Revealed About Her Death,newsone.com,Policing & Public Safety,"{""Policing & Public Safety"": [""police department""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_1,162,162,Districts around the US are mulling school closures as student enrollment falls,thegrio.com,Book Bans & Anti-DEI; Housing & Displacement; School Funding,"{""Book Bans & Anti-DEI"": [""school board""], ""Housing & Displacement"": [""displacement""], ""School Funding"": [""school closure"", ""school choice""]}",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
annotator_1,163,163,Louisiana Republicans Postpone Primary Elections Following SCOTUS Decision,newsone.com,Voter Suppression,"{""Voter Suppression"": [""voting rights"", ""gerrymandering"", ""disenfranchisement"", ""early voting"", ""election security"", ""black voter"", ""election law""]}",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
annotator_1,164,164,Prosecutors Criminalize All-Black Clothing In Texas 'Antifa Cell' Case,newsone.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
annotator_1,165,165,These 7 Black Female Senate Candidates Could Rewrite History in 2026,theroot.com,Policing & Public Safety; School Funding; Environmental Justice,"{""Policing & Public Safety"": [""public safety""], ""School Funding"": [""education access""], ""Environmental Justice"": [""clean water""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
annotator_1,166,166,Can NABJ Protect Black Journalists — Or Just Mourn Us After?,newsone.com,Voter Suppression; Book Bans & Anti-DEI,"{""Voter Suppression"": [""jim crow""], ""Book Bans & Anti-DEI"": [""dei""]}",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,167,167,T-Boz Opens Up About Arguing And Making Up With Left-Eye Before Her Death In ‘Uncensored’ Preview,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,168,168,NFL Says It Wants HBCU Talent But Overlooks These Players,newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,169,169,A Flood Crisis Is Escalating. Southern Black Communities Face Double The Risk.,capitalbnews.org,Environmental Justice,"{""Environmental Justice"": [""flood risk""]}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
annotator_1,170,170,Black Students Confront Right-Wing Visitors as HBCU Security Tensions Grow,capitalbnews.org,Policing & Public Safety; Book Bans & Anti-DEI,"{""Policing & Public Safety"": [""law enforcement"", ""police department""], ""Book Bans & Anti-DEI"": [""dei""]}",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,171,171,This Fugees Album Still Feels Like Home 30 Years Later,capitalbnews.org,Housing & Displacement,"{""Housing & Displacement"": [""displacement""]}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,172,172,Internet Sensation and Advocate Rolling Ray Dies at 28,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,173,173,Alphabet Reveals YouTube’s Revenue Growth While Netflix Bets Big On Studio Expansion,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,174,174,"Internet Turns Tourist From India, Who Allegedly Spent 7 Hours Shoplifting at Target, Into an Icon and Meme",theroot.com,,{},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,175,175,"The State of US: Jasmine Crockett Enters the Senate Race, Upcoming Vote on Obamacare Subsidies Extension, Biden’s SAVE Plan Ends, & More News",ebony.com,School Funding; Criminal Justice Reform,"{""School Funding"": [""school district"", ""student loan"", ""department of education""], ""Criminal Justice Reform"": [""public defender""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
annotator_1,176,176,"After Her Killing, Speaker Melissa Hortman’s Legacy on Rights and Equity Endures",capitalbnews.org,Voter Suppression; Maternal Health,"{""Voter Suppression"": [""voting rights"", ""gerrymandering""], ""Maternal Health"": [""reproductive health""]}",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
annotator_1,177,177,‘Dune 3’ Trailer Picks Up With Zendaya’s Chani And Timothée Chalamet’s Paul Almost 2 Decades Later,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,178,178,"Alabama Basketball Star Aden Holloway Arrested, Likely To Miss NCAA Tournament: What To Know",blavity.com,Policing & Public Safety,"{""Policing & Public Safety"": [""police department""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,179,179,Marshawn Kneeland’s girlfriend reveals pregnancy weeks after NFL player’s death,thegrio.com,Policing & Public Safety,"{""Policing & Public Safety"": [""law enforcement""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,180,180,Tom Homan: ICE May Remain At Airports Amid Funding Agreements For TSA,newsone.com,Policing & Public Safety,"{""Policing & Public Safety"": [""immigration enforcement"", ""homeland security""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,181,181,Support Is a Verb: Dr. Key’s Village Retail Takes Flight at the World’s Busiest Airport,ebony.com,Economic Equity & Wealth Gap,"{""Economic Equity & Wealth Gap"": [""black-owned""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
annotator_1,182,182,ICE Refuses To Allow Detainee To Attend His Son’s Funeral,newsone.com,Policing & Public Safety,"{""Policing & Public Safety"": [""homeland security""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,183,183,Calls for Justice Grow After ICE Shooting of Minneapolis Mom,capitalbnews.org,Policing & Public Safety,"{""Policing & Public Safety"": [""law enforcement"", ""police officer"", ""killed by police"", ""immigration enforcement"", ""homeland security""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,184,184,The Flames That Took More Than Just Homes: Black Generational Wealth in Peril,ebony.com,Voter Suppression; Housing & Displacement; Economic Equity & Wealth Gap,"{""Voter Suppression"": [""jim crow""], ""Housing & Displacement"": [""gentrification"", ""displacement"", ""predatory lending""], ""Economic Equity & Wealth Gap"": [""predatory lending"", ""generational wealth"", ""black wealth""]}",0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
annotator_1,185,185,NBA star Tristan Thompson moves to take legal control of brother Amari’s care,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,186,186,Op-Ed: Should You Depend On AI To Navigate Legal Issues?,afrotech.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,187,187,Sapelo Island’s Gullah Geechee Community Fights Back and Wins,capitalbnews.org,Housing & Displacement,"{""Housing & Displacement"": [""gentrification"", ""displacement"", ""zoning""]}",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
annotator_1,188,188,"For 35 Years, This Black Town in Illinois Has Been Told Its Sewage Crisis Isn’t Real",capitalbnews.org,Environmental Justice,"{""Environmental Justice"": [""clean water"", ""flint water crisis""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
annotator_1,189,189,New Details Reveal the Man Behind Sade Robinson’s Death is Far Sicker Than We Thought,theroot.com,Criminal Justice Reform,"{""Criminal Justice Reform"": [""life sentence""]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
annotator_1,190,190,Netflix cancels ‘The Vince Staples Show’ after two seasons,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,191,191,"Everything You Didn’t Know About the Harlem Renaissance’s Quiet, Powerful LGBTQ Influences",theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,192,192,Dwight Howard announces retirement from basketball after divorce filing,thegrio.com,Housing & Displacement,"{""Housing & Displacement"": [""shelter""]}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,193,193,Kamala Harris Relaunches KamalaHQ As Gen Z Media Hub 'Headquarters',newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,194,194,Kendra Bulluck Proves Black Women Belong in Sports Ownership,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_1,195,195,‘Paradise’ Season 2’s Ending And Biggest Questions Explained: Is Sinatra Dead And Is Dylan Really Her Son?,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,196,196,Georgia Lawmakers With Real Estate Ties Are Writing the State’s Housing Laws,capitalbnews.org,Housing & Displacement; Economic Equity & Wealth Gap,"{""Housing & Displacement"": [""affordable housing"", ""gentrification"", ""housing crisis"", ""landlord""], ""Economic Equity & Wealth Gap"": [""black middle class""]}",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
annotator_1,197,197,‘Sinners’ Shows Clarksdale’s Past. What’s Next for the Birthplace of the Blues?,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,198,198,T.I. Responds After Son King Harris Wears Shirt With 50 Cent’s Mother Amid Escalating Feud,blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,199,199,"On Kanye West, Black Men’s Choices, And The Limits Of Forgiveness",newsone.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_1,200,200,"Jeff Smith, The Great-Grandson Of One Of The First Black Golf Course Architects, Launches A Golf-Tech Startup",afrotech.com,Voter Suppression; Economic Equity & Wealth Gap,"{""Voter Suppression"": [""jim crow""], ""Economic Equity & Wealth Gap"": [""black-owned""]}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
annotator_3,1,1,"Emma Grede On Money, Mindset, And The Habits Keeping Too Many Black Women Playing Small | Essence",essence.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
annotator_3,2,2,Kristin Davis on Raising Black Children and Building Cultural Confidence at Home,ebony.com,Policing & Public Safety,"{""Policing & Public Safety"": [""immigration enforcement""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,3,3,Momfluencer Chanae Wood’s ‘Where Is Sk-Pa?’ Teaches Children About Grief,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,4,4,GOAT Star Gabrielle Union Isn’t Here to Be Comfortable — Even In A Kid’s Movie,ebony.com,Policing & Public Safety,"{""Policing & Public Safety"": [""homeland security""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,5,5,Don Lemon Pleads Not Guilty To Charges Related To Church Protest,newsone.com,Environmental Justice,"{""Environmental Justice"": [""environmental racism"", ""toxic waste""]}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
annotator_3,6,6,Kristi Noem Still Won't Admit ICE Engages In Racial Profiling,newsone.com,Policing & Public Safety,"{""Policing & Public Safety"": [""racial profiling""]}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,7,7,"Black Special Needs Woman Is Jailed for Theft, But Internet is Furious Over Her Sentence After Learning What She Stole",theroot.com,Voter Suppression; Maternal Health,"{""Voter Suppression"": [""jim crow""], ""Maternal Health"": [""maternal mortality""]}",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
annotator_3,8,8,Why Afro-Venezuelans Oppose U.S. Intervention in Venezuela,capitalbnews.org,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,9,9,"Rolling Ray, Social Media Star And Trailblazer, Passes Away At 28 Years Old",afrotech.com,Maternal Health,"{""Maternal Health"": [""doula""]}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,10,10,"The State of US: Judge Blocks Haitian TPS Rollback, Minnesota Agents Pull Back (Slightly), and KamalaHQ Rebrands for Gen Z",ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,11,11,Tracy Morgan Stars With His Favorite Co-Star — His Daughter — In ‘Swapped.’ Plus: Sneak Peek!,ebony.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,12,12,Outrageous Signs From the ‘No Kings’ Protest That’ll Make You Spit Out Your Drink,theroot.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,13,13,"Once someone who used to tease ‘woo-woo’ girls, SZA just spent 30 days at an ashram in India",thegrio.com,Policing & Public Safety,"{""Policing & Public Safety"": [""police department""]}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,14,14,"Michael Jackson’s Son Bigi Made Rare Appearance With Brother Prince, Other Family At Berlin Premiere Of Biopic",blavity.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
annotator_3,15,15,‘Cut it all off’: Vic Mensa echoes calls for a nationwide ‘ICE out’ strike,thegrio.com,,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
